vlc-plugin-notify:amd64	3.0.23-1	amd64
vlc-plugin-qt:amd64	3.0.23-1	amd64
vlc-plugin-samba:amd64	3.0.23-1	amd64
vlc-plugin-skins2:amd64	3.0.23-1	amd64
vlc-plugin-video-output:amd64	3.0.23-1	amd64
vlc-plugin-video-splitter:amd64	3.0.23-1	amd64
vlc-plugin-visualization:amd64	3.0.23-1	amd64
vulkan-tools	1.4.341.0+dfsg1-1	amd64
wget	1.25.0-2ubuntu4	amd64
wireless-regdb	2026.02.04-0ubuntu1	all
wireplumber	0.5.13-1ubuntu1	amd64
wmctrl	1.07+git20240228.1105759-1build1	amd64
x11-apps	7.7+11build4	amd64
x11-common	1:7.7+26ubuntu1	all
x11-session-utils	7.7+6build3	amd64
x11-utils	7.7+7build1	amd64
x11-xkb-utils	7.7+9build1	amd64
x11-xserver-utils	7.7+11build1	amd64
xauth	1:1.1.2-1.1build1	amd64
xbitmaps	1.1.1-2.2build1	all
xclip	0.13-4build1	amd64
xcvt	0.1.3-1build1	amd64
xdg-user-dirs	0.19-1	amd64
xdg-utils	1.2.1-2ubuntu2	all
xdotool	1:3.20160805.1-5.1build1	amd64
xfonts-base	1:1.0.5+nmu1build1	all
xfonts-encodings	1:1.0.5-0ubuntu3	all
xfonts-scalable	1:1.0.3-1.3build1	all
xfonts-utils	1:7.7+7build1	amd64
xfsprogs	6.18.0-3	amd64
xinit	1.4.2-1build1	amd64
xinput	1.6.4-1build2	amd64
xkb-data	2.46-2	all
xml-core	0.19build1	all
xorg	1:7.7+26ubuntu1	amd64
xorg-docs-core	1:1.7.3-1	all
xserver-common	2:21.1.22-1ubuntu1	all
xserver-xorg	1:7.7+26ubuntu1	amd64
xserver-xorg-core	2:21.1.22-1ubuntu1	amd64
xserver-xorg-input-all	1:7.7+26ubuntu1	amd64
xserver-xorg-input-libinput	1.5.0-1build1	amd64
xserver-xorg-input-wacom	1:1.2.3-1ubuntu2	amd64
xserver-xorg-legacy	2:21.1.22-1ubuntu1	amd64
xserver-xorg-video-all	1:7.7+26ubuntu1	amd64
xserver-xorg-video-amdgpu	25.0.0-1	amd64
xserver-xorg-video-ati	1:22.0.0-1build2	amd64
xserver-xorg-video-fbdev	1:0.5.0-2build3	amd64
xserver-xorg-video-intel	2:2.99.917+git20210115-1build2	amd64
xserver-xorg-video-nouveau	1:1.0.18-1build1	amd64
xserver-xorg-video-qxl	0.1.6-1.1build1	amd64
xserver-xorg-video-radeon	1:22.0.0-1build2	amd64
xserver-xorg-video-vesa	1:2.6.0-2build1	amd64
xterm	407-1ubuntu1	amd64
xxd	2:9.1.2141-1ubuntu4.2	amd64
xz-utils	5.8.3-1	amd64
yt-dlp	2026.03.17-1	all
zip	3.0-15ubuntu3	amd64
zlib1g-dev:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3	amd64
zlib1g:amd64	1:1.3.dfsg+really1.3.1-1ubuntu3	amd64
zstd	1.5.7+dfsg-3	amd64
